Opp_ID,Created_On,Opp_Name,Acct_ID,Owner_Email,Business_Unit,Offering,Sales_Stage,Win_Probability,Deal_Value,Deal_Currency,Close_Date_Expected,Close_Date_Actual,Lost_Reason,Source,Last_Activity,Forecast_Category,Modified_At
OPP-003750,27/03/2026,Jadeport Invest - Managed Cloud Services,ACC-10720,oliver.hughes@nexora-consulting.eu,CLOUD,Managed Cloud Services,Stage 0: Closed Lost,0.0,224900,GBP,28/09/2026,30/04/2026,No Decision / Stalled,Existing Customer (Upsell),30.04.2026,Omitted,30/04/2026 23:59
OPP-003641,09/03/2026,Bergmann Assurance - Cloud Migration,ACC-10322,oliver.hughes@nexora-consulting.eu,CLOUD,Cloud Migration,Stage 1: Discovery (0-50%),0.3,391500,EUR,24/09/2026,,,Upsell,02/09/2026,Commit,02/09/2026 17:00
OPP-003717,21/03/2026,Noord Health - Analytics & BI,ACC-10605,emma.devries@nexora-consulting.eu,DATA_AI,Analytics & BI,Stage 5: Closed Won (100%),1.0,70500,EUR,27/08/2026,2026-05-18,,Existing Customer (Upsell),18/05/2026,Closed,18/05/2026 17:00
OPP-003719,21/03/2026,Novara Consumer - Analytics & BI,ACC-10078,ethan.clarke@nexora-consulting.eu,DATA_AI,Analytics & BI,Stage 0: Closed Lost,0,"136,300.00",GBP,02/08/2026,20/04/2026,Budget,Existing Customer (Upsell),2026-04-20,Commit,20/04/2026 17:00
OPP-003628,08/03/2026,Corvina Industries - Analytics & BI,ACC-10544,emma.devries@nexora-consulting.eu,DATA_AI,Analytics & BI,Stage 5: Closed Won (100%),100,110500,EUR,26.05.2026,27/04/2026,,Existing Customer (Upsell),27/04/2026,Closed,27/04/2026 17:00
OPP-003698,18/03/2026,Elbe Automotive - Data Platform Modernisation,ACC-10264,katarzyna.nowak@nexora-consulting.eu,DATA_AI,Data Platform Modernisation,Closed Lost,0,101700,PLN,11/07/2026,10/07/2026,Competitor,Existing Customer (Upsell),10/07/2026,Omitted,10/07/2026 17:00
OPP-003637,09/03/2026,Zentra Automotive - Analytics & BI,ACC-10325,anna.muller@nexora-consulting.eu,DATA_AI,Analytics & BI,Stage 3: Proposal (75-90%),0.85,43000,EUR,22/08/2026,,,Inbound - Website,19/08/2026,Best Case,19/08/2026 17:00
OPP-003772,31/03/2026,Rhein Retail - DevOps & Platform Engineering,ACC-10081,mateo.lopez@nexora-consulting.eu,CLOUD,,Stage 5: Closed Won (100%),100,135000,EUR,07/08/2026,02/07/2026,,Referral,02/07/2026,Closed,02/07/2026 21:29
OPP-003646,10/03/2026,Atlas Motorenwerk - DevOps & Platform Engineering,ACC-10092,lukas.schneider@nexora-consulting.eu,CLOUD,DevOps & Platform Engineering,Stage 0: Closed Lost,0.0,199500,EUR,26/07/2026,19/04/2026,Not a Fit,Event / Webinar,19/04/2026,Omitted,19/04/2026 22:54
OPP-003712,20/03/2026,Alpenkraft Institute - Managed SOC,ACC-10245,david.moreau@nexora-consulting.eu,CYBER,Managed SOC,Closed Won,1.0,339000,EUR,25/10/2026,25/07/2026,,AWS/Azure Co-sell,25/07/2026,Closed,25/07/2026 17:00
OPP-003590,01/03/2026,Saxon Precision - Application Support,ACC-10156,julia.hoffmann@nexora-consulting.eu,ERP_APPS,Application Support,Stage 5: Closed Won (100%),100,742000,CHF,18/07/2026,21/04/2026,,Existing Customer (Upsell),21/04/2026,Closed,21/04/2026 17:50
OPP-003758,28/03/2026,Iberia Power - Data Platform Modernisation,ACC-10076,hugo.laurent@nexora-consulting.eu,DATA_AI,Data Platform Modernisation,Stage 0: Closed Lost,0.0,227000,EUR,14/08/2026,02.07.2026,No Decision / Stalled,Existing Customer (Upsell),02/07/2026,Omitted,02/07/2026 17:00
OPP-003740,25/03/2026,Kestrel Utilities - AI & GenAI Solutions,ACC-10344,mikael.lindqvist@nexora-consulting.eu,DATA_AI,,Closed Won,1.0,640300,,31/08/2026,23/08/2026,,Partner Referral,23/08/2026,Pipeline,23/08/2026 17:00
OPP-003595,02/03/2026,Estrella Invest - AI & GenAI Solutions,ACC-10088,ethan.clarke@nexora-consulting.eu,DATA_AI,AI & GenAI Solutions,Closed Lost,0.0,106000,EUR,30/05/2026,18/05/2026,No Budget,Upsell,18/05/2026,Pipeline,18/05/2026 22:06
OPP-003618,2026-03-06,Aurora Grid - AI & GenAI Solutions,ACC-10688,katarzyna.nowak@nexora-consulting.eu,DATA_AI,AI & GenAI Solutions,Stage 5: Closed Won (100%),100,6854100,CZK,23/07/2026,15/07/2026,,Hyperscaler Co-sell,15/07/2026,Closed,15/07/2026 17:00
OPP-003664,13/03/2026,Oakridge Capital - SAP S/4HANA Implementation,ACC-10570,paolo.conti@nexora-consulting.eu,ERP_APPS,SAP S/4HANA Implementation,Stage 0: Closed Lost,0,1495500,EUR,27/09/2026,30/03/2026,Not a Fit,Partner,30/03/2026,Omitted,30/03/2026 17:55
OPP-003665,2026-03-13,Falkner Bank - DevOps & Platform Engineering,ACC-10472,pieter.janssens@nexora-consulting.eu,CLOUD,DevOps & Platform Engineering,Stage 2: Solution Design (50-75%),0.5,181000,EUR,30/06/2026,,,Inbound - Website,04/09/2026,Pipeline,04/09/2026 17:00
